user_id,user_name,company_name,office_name,group_name,guaranteed_team,team_daily_priority,individual_priority,has_assigned_space,requests_3mo,bookings_3mo,rejected_3mo,unused_bookings_3mo,nudge_offences_3mo,approval_rate_pct,rejection_rate_pct,used_rate_pct,company_id,office_id,Underserved Tier
user-00183,User 00183,Company 058,Office 098,Group 003,FALSE,"["""", ""4"", ""4"", ""4"", ""4"", ""4"", """"]",4,No,2,2,0,0,0,0,6,1,,0058,Z
user-00184,User 00184,Company 136,Office 098,Group 043,FALSE,"["""", ""4"", ""4"", ""4"", ""4"", ""4"", """"]",4,No,3,1,2,0,0,0,0,0,,0136,Z
user-00185,User 00185,Company 027,Office 022,Group 043,FALSE,"["""", """", """", """", """", """", """"]",,No,41,18,23,7,0,12,9,2,,0027,M
user-00186,User 00186,Company 104,Office 094,Group 069,FALSE,"["""", """", """", """", """", """", """"]",,No,55,21,34,2,0,2,21,0,,0104,A
user-00187,User 00187,Company 045,Office 043,Group 058,FALSE,"["""", """", """", """", """", """", """"]",,No,40,30,10,1,0,15,24,3,,0045,A
user-00188,User 00188,Company 075,Office 076,Group 053,FALSE,"["""", """", """", """", """", """", """"]",,No,58,29,29,2,0,13,21,0,,0075,A
user-00189,User 00189,Company 029,Office 085,Group 040,TRUE,"["""", ""6"", ""6"", ""6"", ""6"", ""6"", """"]",6,No,48,45,3,4,0,11,11,6,,0029,P
user-00190,User 00190,Company 009,Office 014,Group 046,TRUE,"["""", """", """", """", """", """", """"]",,No,37,32,5,7,0,14,14,0,,0009,B
user-00191,User 00191,Company 173,Office 098,Group 086,FALSE,"["""", ""3"", ""3"", ""3"", ""3"", ""3"", """"]",3,No,50,30,20,1,1,15,18,1,,0173,A
user-00192,User 00192,Company 128,Office 094,Group 068,TRUE,"["""", """", """", """", """", """", """"]",,No,48,10,38,0,0,0,16,5,,0128,A
user-00193,User 00193,Company 036,Office 090,Group 044,TRUE,"["""", """", """", """", """", """", """"]",,No,50,19,31,9,0,19,16,0,,0036,M
user-00194,User 00194,Company 112,Office 090,Group 061,FALSE,"["""", """", """", """", """", """", """"]",,No,4,3,1,0,0,3,6,1,,0112,Z
user-00195,User 00195,Company 019,Office 091,Group 034,FALSE,"["""", """", """", """", """", """", """"]",,No,51,6,45,2,0,6,15,2,,0019,A
user-00196,User 00196,Company 038,Office 034,Group 039,FALSE,"["""", """", """", """", """", """", """"]",,No,4,4,0,1,0,4,7,3,,0038,Z
user-00197,User 00197,Company 033,Office 008,Group 080,FALSE,"["""", """", """", """", """", """", """"]",,No,47,20,27,3,0,2,27,5,,0033,A
user-00198,User 00198,Company 051,Office 026,Group 085,FALSE,"["""", """", """", """", """", """", """"]",,No,43,13,30,3,0,20,13,0,,0051,A
user-00199,User 00199,Company 155,Office 049,Group 011,FALSE,"["""", """", """", """", """", """", """"]",,No,40,16,24,0,0,9,17,4,,0155,A
user-00200,User 00200,Company 001,Office 019,Group 084,TRUE,"["""", """", """", """", """", """", """"]",,No,17,15,2,2,0,0,19,0,,0001,C
user-00201,User 00201,Company 028,Office 053,Group 046,FALSE,"["""", """", """", """", """", """", """"]",,No,3,2,1,0,0,12,7,1,,0028,Z
user-00202,User 00202,Company 076,Office 105,Group 082,FALSE,"["""", """", """", """", """", """", """"]",,No,35,14,21,9,0,20,9,0,,0076,M
user-00203,User 00203,Company 033,Office 026,Group 089,FALSE,"["""", """", """", """", """", """", """"]",,No,43,25,18,10,0,23,0,1,,0033,M
user-00204,User 00204,Company 117,Office 010,Group 008,FALSE,"["""", """", """", """", """", """", """"]",,No,52,14,38,11,6,9,15,2,,0117,X
user-00205,User 00205,Company 084,Office 010,Group 070,FALSE,"["""", """", """", """", """", """", """"]",,No,26,18,8,7,0,12,15,0,,0084,B
user-00206,User 00206,Company 142,Office 118,Group 071,FALSE,"["""", """", """", """", """", """", """"]",,No,50,30,20,6,1,23,19,3,,0142,M
user-00207,User 00207,Company 077,Office 013,Group 052,FALSE,"["""", """", """", """", """", """", """"]",,No,46,6,40,2,0,4,23,4,,0077,A
user-00208,User 00208,Company 047,Office 052,Group 026,FALSE,"["""", ""2"", ""2"", ""2"", ""2"", ""2"", """"]",2,No,40,26,14,6,7,11,15,1,,0047,X
user-00209,User 00209,Company 104,Office 057,Group 038,FALSE,"["""", """", """", """", """", """", """"]",,No,35,24,11,0,0,11,13,6,,0104,A
user-00210,User 00210,Company 143,Office 115,Group 037,FALSE,"["""", """", """", """", """", """", """"]",,No,1,1,0,0,0,1,2,1,,0143,Z
user-00211,User 00211,Company 003,Office 024,Group 061,FALSE,"["""", ""2"", ""2"", ""2"", ""2"", ""2"", """"]",2,No,1,0,1,0,0,8,5,0,,0003,Z
user-00212,User 00212,Company 003,Office 083,Group 025,FALSE,"["""", """", """", """", """", """", """"]",,No,1,0,1,0,0,0,0,1,,0003,Z
user-00213,User 00213,Company 174,Office 034,Group 045,FALSE,"["""", """", """", """", """", """", """"]",,No,44,32,12,0,0,4,23,5,,0174,A
user-00214,User 00214,Company 005,Office 051,Group 040,FALSE,"["""", ""5"", ""5"", ""5"", ""5"", ""5"", """"]",5,No,14,9,5,1,0,11,15,2,,0005,C
user-00215,User 00215,Company 147,Office 079,Group 053,FALSE,"["""", """", """", """", """", """", """"]",,No,5,2,3,1,0,4,10,0,,0147,Z
user-00216,User 00216,Company 061,Office 046,Group 046,FALSE,"["""", """", """", """", """", """", """"]",,No,14,5,9,2,0,8,21,0,,0061,C
user-00217,User 00217,Company 145,Office 084,Group 088,TRUE,"["""", ""2"", ""2"", ""2"", ""2"", ""2"", """"]",2,No,52,21,31,2,0,3,18,4,,0145,A
user-00218,User 00218,Company 047,Office 011,Group 075,FALSE,"["""", """", """", """", """", """", """"]",,No,3,1,2,1,0,3,0,0,,0047,Z
user-00219,User 00219,Company 101,Office 009,Group 027,FALSE,"["""", """", """", """", """", """", """"]",,No,56,27,29,2,0,4,21,3,,0101,A
user-00220,User 00220,Company 113,Office 051,Group 005,FALSE,"["""", """", """", """", """", """", """"]",,No,2,2,0,0,0,5,6,0,,0113,Z
user-00221,User 00221,Company 069,Office 063,Group 086,FALSE,"["""", ""5"", ""5"", ""5"", ""5"", ""5"", """"]",5,Yes,43,42,1,1,0,11,23,3,,0069,A
user-00222,User 00222,Company 129,Office 063,Group 029,FALSE,"["""", """", """", """", """", """", """"]",,No,13,2,11,2,0,0,20,1,,0129,C
user-00223,User 00223,Company 093,Office 015,Group 041,FALSE,"["""", """", """", """", """", """", """"]",,No,1,1,0,1,0,0,5,2,,0093,Z
user-00224,User 00224,Company 089,Office 090,Group 038,FALSE,"["""", """", """", """", """", """", """"]",,No,24,17,7,4,0,6,15,0,,0089,C
user-00225,User 00225,Company 028,Office 102,Group 070,FALSE,"["""", """", """", """", """", """", """"]",,No,59,23,36,2,0,5,21,3,,0028,A
user-00226,User 00226,Company 001,Office 094,Group 077,FALSE,"["""", """", """", """", """", """", """"]",,No,50,34,16,7,0,12,12,2,,0001,M
user-00227,User 00227,Company 176,Office 041,Group 034,FALSE,"["""", """", """", """", """", """", """"]",,No,44,29,15,5,1,13,17,2,,0176,A
user-00228,User 00228,Company 046,Office 011,Group 063,FALSE,"["""", """", """", """", """", """", """"]",,No,28,7,21,3,0,8,12,2,,0046,B
user-00229,User 00229,Company 041,Office 089,Group 049,FALSE,"["""", """", """", """", """", """", """"]",,No,36,27,9,2,0,3,20,7,,0041,A
user-00230,User 00230,Company 173,Office 102,Group 084,FALSE,"["""", """", """", """", """", """", """"]",,No,6,2,4,1,0,0,7,0,,0173,Z
user-00231,User 00231,Company 168,Office 105,Group 072,FALSE,"["""", """", """", """", """", """", """"]",,No,5,4,1,0,0,0,2,0,,0168,Z
user-00232,User 00232,Company 162,Office 090,Group 084,FALSE,"["""", """", """", """", """", """", """"]",,No,42,7,35,2,0,10,21,2,,0162,A
user-00233,User 00233,Company 144,Office 092,Group 035,FALSE,"["""", """", """", """", """", """", """"]",,No,39,10,29,4,0,11,17,1,,0144,B
user-00234,User 00234,Company 031,Office 041,Group 062,FALSE,"["""", """", """", """", """", """", """"]",,No,42,39,3,1,1,5,16,2,,0031,A
user-00235,User 00235,Company 049,Office 119,Group 045,FALSE,"["""", """", """", """", """", """", """"]",,No,59,50,9,4,0,5,23,0,,0049,A
user-00236,User 00236,Company 037,Office 065,Group 017,FALSE,"["""", """", """", """", """", """", """"]",,No,40,1,39,0,0,8,18,4,,0037,A
user-00237,User 00237,Company 157,Office 101,Group 071,FALSE,"["""", ""6"", ""6"", ""6"", ""6"", ""6"", """"]",6,No,50,38,12,3,0,5,28,4,,0157,A
user-00238,User 00238,Company 072,Office 093,Group 080,FALSE,"["""", """", """", """", """", """", """"]",,No,2,0,2,0,1,0,6,0,,0072,Z
user-00239,User 00239,Company 095,Office 118,Group 042,FALSE,"["""", """", """", """", """", """", """"]",,No,48,21,27,11,1,22,13,1,,0095,M
user-00240,User 00240,Company 040,Office 108,Group 084,FALSE,"["""", """", """", """", """", """", """"]",,No,50,18,32,4,0,8,27,2,,0040,A
user-00241,User 00241,Company 083,Office 017,Group 025,FALSE,"["""", ""4"", ""4"", ""4"", ""4"", ""4"", """"]",4,No,2,0,2,0,0,4,0,1,,0083,Z
user-00242,User 00242,Company 047,Office 100,Group 002,FALSE,"["""", """", """", """", """", """", """"]",,No,33,20,13,5,0,9,23,2,,0047,B
user-00243,User 00243,Company 149,Office 092,Group 037,FALSE,"["""", """", """", """", """", """", """"]",,No,20,3,17,3,0,0,10,1,,0149,C
user-00244,User 00244,Company 014,Office 032,Group 078,FALSE,"["""", """", """", """", """", """", """"]",,No,32,24,8,5,0,10,20,2,,0014,B
user-00245,User 00245,Company 149,Office 067,Group 090,FALSE,"["""", ""6"", ""6"", ""6"", ""6"", ""6"", """"]",6,No,14,5,9,1,0,12,21,0,,0149,C
user-00246,User 00246,Company 131,Office 088,Group 008,FALSE,"["""", """", """", """", """", """", """"]",,No,46,21,25,1,0,0,14,0,,0131,A
user-00247,User 00247,Company 127,Office 102,Group 007,FALSE,"["""", """", """", """", """", """", """"]",,No,1,1,0,1,0,0,3,1,,0127,Z
user-00248,User 00248,Company 074,Office 036,Group 023,FALSE,"["""", ""2"", ""2"", ""2"", ""2"", ""2"", """"]",2,No,50,20,30,1,0,2,20,2,,0074,A
user-00249,User 00249,Company 061,Office 030,Group 042,TRUE,"["""", """", """", """", """", """", """"]",,No,35,8,27,6,1,17,15,3,,0061,M
user-00250,User 00250,Company 091,Office 105,Group 047,FALSE,"["""", """", """", """", """", """", """"]",,No,48,48,0,0,0,1,29,0,,0091,A
user-00251,User 00251,Company 038,Office 036,Group 072,FALSE,"["""", """", """", """", """", """", """"]",,No,48,43,5,2,0,13,30,5,,0038,A
user-00252,User 00252,Company 114,Office 024,Group 080,FALSE,"["""", """", """", """", """", """", """"]",,No,16,5,11,1,0,6,20,1,,0114,C
user-00253,User 00253,Company 125,Office 059,Group 063,FALSE,"["""", """", """", """", """", """", """"]",,No,38,11,27,5,0,10,13,0,,0125,M
user-00254,User 00254,Company 121,Office 033,Group 086,FALSE,"["""", """", """", """", """", """", """"]",,No,1,0,1,0,0,6,5,2,,0121,Z
user-00255,User 00255,Company 169,Office 006,Group 080,FALSE,"["""", ""3"", ""3"", ""3"", ""3"", ""3"", """"]",3,No,32,9,23,4,1,3,7,4,,0169,X
user-00256,User 00256,Company 048,Office 040,Group 015,FALSE,"["""", """", """", """", """", """", """"]",,No,43,31,12,7,0,15,12,0,,0048,M
user-00257,User 00257,Company 110,Office 109,Group 028,FALSE,"["""", """", """", """", """", """", """"]",,No,18,3,15,2,0,0,18,0,,0110,C
user-00258,User 00258,Company 101,Office 062,Group 012,FALSE,"["""", ""2"", ""2"", ""2"", ""2"", ""2"", """"]",2,No,52,31,21,1,0,8,19,2,,0101,A
user-00259,User 00259,Company 168,Office 110,Group 007,FALSE,"["""", ""2"", ""2"", ""2"", ""2"", ""2"", """"]",2,No,19,5,14,0,0,0,20,0,,0168,C
user-00260,User 00260,Company 159,Office 098,Group 010,FALSE,"["""", """", """", """", """", """", """"]",,No,48,32,16,0,0,14,20,5,,0159,A
user-00261,User 00261,Company 082,Office 109,Group 076,FALSE,"["""", """", """", """", """", """", """"]",,No,20,13,7,1,0,5,24,0,,0082,C
user-00262,User 00262,Company 178,Office 026,Group 027,TRUE,"["""", """", """", """", """", """", """"]",,No,33,31,2,2,0,11,16,1,,0178,B
user-00263,User 00263,Company 169,Office 094,Group 072,FALSE,"["""", """", """", """", """", """", """"]",,No,54,7,47,5,0,15,12,4,,0169,P
user-00264,User 00264,Company 036,Office 051,Group 082,FALSE,"["""", """", """", """", """", """", """"]",,No,27,15,12,2,0,16,18,0,,0036,B
user-00265,User 00265,Company 175,Office 039,Group 016,FALSE,"["""", """", """", """", """", """", """"]",,No,47,12,35,5,0,18,19,0,,0175,A
user-00266,User 00266,Company 124,Office 067,Group 004,FALSE,"["""", """", """", """", """", """", """"]",,No,20,15,5,3,0,4,24,0,,0124,C
user-00267,User 00267,Company 018,Office 061,Group 080,FALSE,"["""", ""5"", ""5"", ""5"", ""5"", ""5"", """"]",5,No,47,10,37,4,0,10,18,4,,0018,A
user-00268,User 00268,Company 113,Office 002,Group 013,FALSE,"["""", """", """", """", """", """", """"]",,No,41,10,31,2,0,0,24,5,,0113,A
user-00269,User 00269,Company 068,Office 049,Group 085,FALSE,"["""", """", """", """", """", """", """"]",,No,42,31,11,5,0,3,14,0,,0068,A
user-00270,User 00270,Company 128,Office 056,Group 057,FALSE,"["""", ""6"", ""6"", ""6"", ""6"", ""6"", """"]",6,No,3,3,0,1,0,12,9,1,,0128,Z
user-00271,User 00271,Company 030,Office 054,Group 026,FALSE,"["""", """", """", """", """", """", """"]",,No,40,26,14,2,0,3,17,6,,0030,A
user-00272,User 00272,Company 030,Office 004,Group 066,FALSE,"["""", """", """", """", """", """", """"]",,No,15,15,0,0,0,4,24,0,,0030,C
user-00273,User 00273,Company 132,Office 019,Group 082,FALSE,"["""", ""4"", ""4"", ""4"", ""4"", ""4"", """"]",4,No,3,3,0,0,0,12,13,5,,0132,Z
user-00274,User 00274,Company 159,Office 098,Group 074,FALSE,"["""", """", """", """", """", """", """"]",,No,54,54,0,3,0,5,27,2,,0159,A
user-00275,User 00275,Company 012,Office 048,Group 015,FALSE,"["""", """", """", """", """", """", """"]",,No,56,31,25,2,0,8,30,2,,0012,A
user-00276,User 00276,Company 098,Office 061,Group 018,FALSE,"["""", """", """", """", """", """", """"]",,No,3,1,2,0,0,6,12,0,,0098,Z
user-00277,User 00277,Company 026,Office 074,Group 014,FALSE,"["""", """", """", """", """", """", """"]",,No,16,3,13,1,0,7,16,3,,0026,C
user-00278,User 00278,Company 011,Office 054,Group 035,FALSE,"["""", """", """", """", """", """", """"]",,No,50,14,36,2,0,0,22,1,,0011,A
user-00279,User 00279,Company 175,Office 023,Group 042,FALSE,"["""", """", """", """", """", """", """"]",,No,53,6,47,3,0,2,20,3,,0175,A
user-00280,User 00280,Company 088,Office 093,Group 009,TRUE,"["""", ""3"", ""3"", ""3"", ""3"", ""3"", """"]",3,No,40,35,5,4,0,5,26,4,,0088,B
user-00281,User 00281,Company 052,Office 070,Group 068,FALSE,"["""", """", """", """", """", """", """"]",,No,45,42,3,3,0,0,20,2,,0052,A
user-00282,User 00282,Company 070,Office 105,Group 052,FALSE,"["""", """", """", """", """", """", """"]",,No,67,14,53,4,0,6,12,1,,0070,A
user-00283,User 00283,Company 124,Office 112,Group 057,TRUE,"["""", """", """", """", """", """", """"]",,No,38,32,6,4,1,5,14,4,,0124,A
user-00284,User 00284,Company 075,Office 017,Group 036,FALSE,"["""", """", """", """", """", """", """"]",,No,22,17,5,1,0,10,20,1,,0075,C
user-00285,User 00285,Company 102,Office 001,Group 057,FALSE,"["""", """", """", """", """", """", """"]",,No,27,15,12,3,0,12,12,3,,0102,M
user-00286,User 00286,Company 132,Office 012,Group 010,FALSE,"["""", """", """", """", """", """", """"]",,No,44,23,21,0,3,5,9,3,,0132,X
user-00287,User 00287,Company 180,Office 090,Group 012,FALSE,"["""", """", """", """", """", """", """"]",,No,37,16,21,7,1,17,14,1,,0180,M
user-00288,User 00288,Company 001,Office 079,Group 054,FALSE,"["""", """", """", """", """", """", """"]",,No,30,11,19,5,0,8,9,6,,0001,B
user-00289,User 00289,Company 155,Office 109,Group 064,FALSE,"["""", """", """", """", """", """", """"]",,No,48,10,38,3,1,2,17,1,,0155,A
user-00290,User 00290,Company 118,Office 059,Group 072,FALSE,"["""", """", """", """", """", """", """"]",,No,1,1,0,0,0,6,6,0,,0118,Z
user-00291,User 00291,Company 058,Office 087,Group 088,FALSE,"["""", """", """", """", """", """", """"]",,No,42,38,4,2,0,10,21,3,,0058,A
user-00292,User 00292,Company 009,Office 067,Group 006,FALSE,"["""", """", """", """", """", """", """"]",,No,57,26,31,2,0,0,27,3,,0009,A
user-00293,User 00293,Company 100,Office 009,Group 005,FALSE,"["""", """", """", """", """", """", """"]",,No,61,59,2,1,0,0,15,2,,0100,A
user-00294,User 00294,Company 149,Office 017,Group 074,FALSE,"["""", ""2"", ""2"", ""2"", ""2"", ""2"", """"]",2,No,53,29,24,0,0,14,17,1,,0149,A
user-00295,User 00295,Company 043,Office 088,Group 072,FALSE,"["""", """", """", """", """", """", """"]",,No,18,2,16,1,0,3,16,0,,0043,C
user-00296,User 00296,Company 060,Office 030,Group 014,FALSE,"["""", """", """", """", """", """", """"]",,No,57,29,28,2,0,9,27,6,,0060,A
user-00297,User 00297,Company 150,Office 028,Group 036,FALSE,"["""", """", """", """", """", """", """"]",,No,34,8,26,7,0,18,8,0,,0150,M
user-00298,User 00298,Company 132,Office 006,Group 037,FALSE,"["""", """", """", """", """", """", """"]",,No,46,33,13,5,1,20,18,0,,0132,M
user-00299,User 00299,Company 068,Office 032,Group 082,FALSE,"["""", ""5"", ""5"", ""5"", ""5"", ""5"", """"]",5,No,50,19,31,1,0,6,15,3,,0068,A
user-00300,User 00300,Company 005,Office 087,Group 012,FALSE,"["""", """", """", """", """", """", """"]",,No,2,0,2,0,0,2,5,0,,0005,Z
user-00301,User 00301,Company 144,Office 089,Group 088,FALSE,"["""", """", """", """", """", """", """"]",,No,45,9,36,0,0,6,16,1,,0144,A
user-00302,User 00302,Company 156,Office 110,Group 051,FALSE,"["""", """", """", """", """", """", """"]",,No,46,36,10,1,0,5,15,3,,0156,A
user-00303,User 00303,Company 004,Office 062,Group 070,FALSE,"["""", """", """", """", """", """", """"]",,No,39,8,31,0,0,4,25,0,,0004,A
user-00304,User 00304,Company 044,Office 066,Group 030,FALSE,"["""", """", """", """", """", """", """"]",,No,32,12,20,1,0,0,20,3,,0044,B
user-00305,User 00305,Company 106,Office 080,Group 080,FALSE,"["""", """", """", """", """", """", """"]",,No,51,44,7,5,1,10,11,7,,0106,P
user-00306,User 00306,Company 032,Office 025,Group 015,FALSE,"["""", """", """", """", """", """", """"]",,No,41,26,15,4,0,1,21,2,,0032,A
user-00307,User 00307,Company 169,Office 094,Group 042,FALSE,"["""", """", """", """", """", """", """"]",,No,40,23,17,8,2,13,21,3,,0169,B
user-00308,User 00308,Company 057,Office 030,Group 083,FALSE,"["""", """", """", """", """", """", """"]",,No,48,15,33,0,0,10,27,4,,0057,A
user-00309,User 00309,Company 003,Office 078,Group 017,FALSE,"["""", """", """", """", """", """", """"]",,No,3,2,1,1,0,9,11,1,,0003,Z
user-00310,User 00310,Company 006,Office 069,Group 004,FALSE,"["""", """", """", """", """", """", """"]",,No,60,4,56,3,0,9,20,3,,0006,A
user-00311,User 00311,Company 128,Office 112,Group 027,TRUE,"["""", """", """", """", """", """", """"]",,No,3,3,0,0,0,0,1,0,,0128,Z
user-00312,User 00312,Company 075,Office 091,Group 055,FALSE,"["""", """", """", """", """", """", """"]",,No,44,32,12,1,0,8,28,1,,0075,A
user-00313,User 00313,Company 156,Office 114,Group 083,FALSE,"["""", """", """", """", """", """", """"]",,No,45,38,7,6,0,11,23,4,,0156,A
user-00314,User 00314,Company 168,Office 043,Group 011,TRUE,"["""", """", """", """", """", """", """"]",,No,15,11,4,2,0,2,11,0,,0168,C
user-00315,User 00315,Company 062,Office 068,Group 016,FALSE,"["""", """", """", """", """", """", """"]",,No,36,32,4,5,0,6,15,2,,0062,B
user-00316,User 00316,Company 129,Office 054,Group 084,FALSE,"["""", ""1"", ""1"", ""1"", ""1"", ""1"", """"]",1,No,33,6,27,2,2,16,19,2,,0129,X
user-00317,User 00317,Company 004,Office 029,Group 068,FALSE,"["""", """", """", """", """", """", """"]",,No,39,35,4,1,0,6,15,4,,0004,A
user-00318,User 00318,Company 130,Office 001,Group 013,FALSE,"["""", """", """", """", """", """", """"]",,No,57,26,31,1,0,0,22,3,,0130,A
user-00319,User 00319,Company 061,Office 105,Group 064,FALSE,"["""", """", """", """", """", """", """"]",,No,43,5,38,1,0,3,20,7,,0061,A
user-00320,User 00320,Company 117,Office 079,Group 030,FALSE,"["""", """", """", """", """", """", """"]",,No,2,2,0,2,0,12,9,0,,0117,Z
user-00321,User 00321,Company 061,Office 073,Group 013,FALSE,"["""", ""4"", ""4"", ""4"", ""4"", ""4"", """"]",4,No,48,5,43,2,0,1,21,3,,0061,A
user-00322,User 00322,Company 045,Office 061,Group 081,FALSE,"["""", """", """", """", """", """", """"]",,No,43,2,41,2,1,2,25,4,,0045,A
user-00323,User 00323,Company 042,Office 038,Group 017,FALSE,"["""", """", """", """", """", """", """"]",,No,46,12,34,4,0,10,17,3,,0042,A
user-00324,User 00324,Company 019,Office 103,Group 018,FALSE,"["""", """", """", """", """", """", """"]",,No,41,36,5,2,0,15,22,1,,0019,A
user-00325,User 00325,Company 055,Office 016,Group 070,FALSE,"["""", """", """", """", """", """", """"]",,No,63,51,12,1,0,12,26,2,,0055,A
user-00326,User 00326,Company 157,Office 098,Group 044,FALSE,"["""", """", """", """", """", """", """"]",,No,65,52,13,5,0,9,21,3,,0157,A
user-00327,User 00327,Company 021,Office 002,Group 004,FALSE,"["""", """", """", """", """", """", """"]",,No,16,15,1,2,0,4,27,1,,0021,C
user-00328,User 00328,Company 014,Office 042,Group 015,TRUE,"["""", """", """", """", """", """", """"]",,No,29,26,3,5,0,11,21,5,,0014,B
user-00329,User 00329,Company 015,Office 046,Group 061,FALSE,"["""", ""3"", ""3"", ""3"", ""3"", ""3"", """"]",3,No,45,17,28,2,0,5,25,3,,0015,A
user-00330,User 00330,Company 019,Office 082,Group 077,FALSE,"["""", """", """", """", """", """", """"]",,No,35,33,2,3,0,4,16,1,,0019,B
user-00331,User 00331,Company 147,Office 033,Group 043,FALSE,"["""", """", """", """", """", """", """"]",,No,17,5,12,2,1,8,16,0,,0147,C
user-00332,User 00332,Company 133,Office 112,Group 074,FALSE,"["""", ""6"", ""6"", ""6"", ""6"", ""6"", """"]",6,No,41,13,28,7,1,3,21,0,,0133,B
user-00333,User 00333,Company 126,Office 080,Group 070,FALSE,"["""", """", """", """", """", """", """"]",,No,20,1,19,1,0,9,17,0,,0126,C
user-00334,User 00334,Company 075,Office 035,Group 002,FALSE,"["""", """", """", """", """", """", """"]",,No,51,9,42,2,0,0,21,0,,0075,A
user-00335,User 00335,Company 003,Office 040,Group 063,FALSE,"["""", """", """", """", """", """", """"]",,No,49,29,20,0,0,9,28,3,,0003,A
user-00336,User 00336,Company 071,Office 047,Group 007,FALSE,"["""", """", """", """", """", """", """"]",,No,51,37,14,2,0,5,17,3,,0071,A
user-00337,User 00337,Company 146,Office 019,Group 058,FALSE,"["""", """", """", """", """", """", """"]",,No,2,2,0,2,0,6,0,0,,0146,Z
user-00338,User 00338,Company 085,Office 118,Group 038,FALSE,"["""", """", """", """", """", """", """"]",,No,42,30,12,2,0,6,18,1,,0085,X
user-00339,User 00339,Company 067,Office 014,Group 027,FALSE,"["""", """", """", """", """", """", """"]",,No,49,3,46,3,1,17,12,2,,0067,M
user-00340,User 00340,Company 066,Office 106,Group 065,FALSE,"["""", """", """", """", """", """", """"]",,No,47,46,1,8,0,6,11,2,,0066,X
user-00341,User 00341,Company 136,Office 053,Group 041,FALSE,"["""", """", """", """", """", """", """"]",,No,1,1,0,0,0,0,0,3,,0136,Z
user-00342,User 00342,Company 038,Office 047,Group 075,FALSE,"["""", """", """", """", """", """", """"]",,No,44,40,4,1,0,5,19,1,,0038,A
user-00343,User 00343,Company 130,Office 098,Group 078,FALSE,"["""", """", """", """", """", """", """"]",,No,29,29,0,3,0,17,28,4,,0130,B
user-00344,User 00344,Company 170,Office 102,Group 066,FALSE,"["""", """", """", """", """", """", """"]",,No,54,24,30,3,0,10,16,0,,0170,A
user-00345,User 00345,Company 053,Office 002,Group 055,FALSE,"["""", """", """", """", """", """", """"]",,No,56,1,55,1,1,3,24,1,,0053,A
user-00346,User 00346,Company 093,Office 088,Group 028,FALSE,"["""", """", """", """", """", """", """"]",,No,37,28,9,5,0,15,18,0,,0093,B
user-00347,User 00347,Company 180,Office 030,Group 073,FALSE,"["""", ""3"", ""3"", ""3"", ""3"", ""3"", """"]",3,No,34,17,17,1,0,10,22,2,,0180,B
user-00348,User 00348,Company 088,Office 082,Group 053,FALSE,"["""", """", """", """", """", """", """"]",,No,3,1,2,0,0,0,4,0,,0088,Z
user-00349,User 00349,Company 044,Office 057,Group 043,FALSE,"["""", ""4"", ""4"", ""4"", ""4"", ""4"", """"]",4,No,0,0,0,0,0,0,12,0,,0044,Z
user-00350,User 00350,Company 007,Office 072,Group 087,FALSE,"["""", """", """", """", """", """", """"]",,No,47,14,33,3,0,12,21,5,,0007,A
user-00351,User 00351,Company 142,Office 027,Group 017,TRUE,"["""", ""4"", ""4"", ""4"", ""4"", ""4"", """"]",4,No,48,34,14,4,0,1,25,2,,0142,A
user-00352,User 00352,Company 173,Office 097,Group 026,FALSE,"["""", """", """", """", """", """", """"]",,No,5,5,0,1,0,13,9,0,,0173,Z
user-00353,User 00353,Company 057,Office 026,Group 082,FALSE,"["""", """", """", """", """", """", """"]",,No,59,32,27,5,0,6,14,0,,0057,A
user-00354,User 00354,Company 143,Office 001,Group 055,TRUE,"["""", """", """", """", """", """", """"]",,No,3,1,2,0,0,9,2,2,,0143,Z
user-00355,User 00355,Company 149,Office 076,Group 082,FALSE,"["""", """", """", """", """", """", """"]",,No,3,3,0,3,0,16,7,5,,0149,Z
user-00356,User 00356,Company 035,Office 068,Group 088,FALSE,"["""", """", """", """", """", """", """"]",,No,27,22,5,8,0,16,8,3,,0035,B
user-00357,User 00357,Company 173,Office 055,Group 026,FALSE,"["""", """", """", """", """", """", """"]",,No,33,22,11,5,0,0,15,0,,0173,B
user-00358,User 00358,Company 159,Office 068,Group 075,FALSE,"["""", """", """", """", """", """", """"]",,No,35,31,4,5,0,14,22,2,,0159,B
user-00359,User 00359,Company 135,Office 101,Group 051,TRUE,"["""", """", """", """", """", """", """"]",,No,46,28,18,1,0,4,15,0,,0135,A
user-00360,User 00360,Company 107,Office 019,Group 090,FALSE,"["""", """", """", """", """", """", """"]",,No,1,0,1,0,0,0,0,3,,0107,Z
user-00361,User 00361,Company 139,Office 070,Group 063,FALSE,"["""", """", """", """", """", """", """"]",,No,42,10,32,0,0,3,19,3,,0139,A
user-00362,User 00362,Company 042,Office 079,Group 037,FALSE,"["""", ""6"", ""6"", ""6"", ""6"", ""6"", """"]",6,No,56,27,29,3,1,1,13,1,,0042,A
user-00363,User 00363,Company 106,Office 059,Group 012,FALSE,"["""", """", """", """", """", """", """"]",,No,0,0,0,0,0,0,3,0,,0106,Z
user-00364,User 00364,Company 167,Office 053,Group 041,FALSE,"["""", """", """", """", """", """", """"]",,No,52,26,26,5,0,7,11,5,,0167,A
